product_name,product_price,rate,review,summary,sentiment
Mechanical Keyboard,908.86,2,Poor quality and not worth the price.,Poor quality and disappointing,negative
Gaming Mouse,407.99,1,Not as described. Waste of money.,Poor quality and disappointing,negative
Fitness Band,955.88,2,I faced multiple issues and the performance is terrible.,Poor quality and disappointing,negative
Wireless Earbuds,254.82,2,I faced multiple issues and the performance is terrible.,Poor quality and disappointing,negative
Fitness Band,877.26,1,Poor quality and not worth the price.,Poor quality and disappointing,negative
Tablet Plus,586.9,2,I faced multiple issues and the performance is terrible.,Poor quality and disappointing,negative
Wireless Earbuds,144.95,1,Poor quality and not worth the price.,Poor quality and disappointing,negative
4K Monitor,383.48,2,The product is defective and customer support was unhelpful.,Poor quality and disappointing,negative
Mechanical Keyboard,987.81,1,Poor quality and not worth the price.,Poor quality and disappointing,negative
Gaming Mouse,869.4,2,I faced multiple issues and the performance is terrible.,Poor quality and disappointing,negative
Smartwatch,975.75,2,Very disappointed. The product stopped working within a few days.,Poor quality and disappointing,negative
4K Monitor,264.69,1,I faced multiple issues and the performance is terrible.,Poor quality and disappointing,negative
Mechanical Keyboard,361.72,1,Poor quality and not worth the price.,Poor quality and disappointing,negative
Bluetooth Speaker,189.8,1,I faced multiple issues and the performance is terrible.,Poor quality and disappointing,negative
Gaming Mouse,735.2,2,The product is defective and customer support was unhelpful.,Poor quality and disappointing,negative
Tablet Plus,143.08,2,I faced multiple issues and the performance is terrible.,Poor quality and disappointing,negative
Gaming Mouse,816.85,2,Poor quality and not worth the price.,Poor quality and disappointing,negative
Smartwatch,266.74,2,Not as described. Waste of money.,Poor quality and disappointing,negative
Gaming Mouse,649.58,1,The product is defective and customer support was unhelpful.,Poor quality and disappointing,negative
Fitness Band,208.45,1,Poor quality and not worth the price.,Poor quality and disappointing,negative
Gaming Mouse,705.29,2,Not as described. Waste of money.,Poor quality and disappointing,negative
4K Monitor,357.31,1,I faced multiple issues and the performance is terrible.,Poor quality and disappointing,negative
Mechanical Keyboard,754.28,2,I faced multiple issues and the performance is terrible.,Poor quality and disappointing,negative
Gaming Mouse,376.73,2,I faced multiple issues and the performance is terrible.,Poor quality and disappointing,negative
Gaming Mouse,935.46,1,Very disappointed. The product stopped working within a few days.,Poor quality and disappointing,negative
Gaming Mouse,902.22,1,I faced multiple issues and the performance is terrible.,Poor quality and disappointing,negative
Tablet Plus,665.83,1,Not as described. Waste of money.,Poor quality and disappointing,negative
Mechanical Keyboard,570.32,1,I faced multiple issues and the performance is terrible.,Poor quality and disappointing,negative
Mechanical Keyboard,176.42,2,I faced multiple issues and the performance is terrible.,Poor quality and disappointing,negative
Tablet Plus,912.88,2,Very disappointed. The product stopped working within a few days.,Poor quality and disappointing,negative
Smartphone X,896.46,1,Very disappointed. The product stopped working within a few days.,Poor quality and disappointing,negative
Wireless Earbuds,967.33,1,Poor quality and not worth the price.,Poor quality and disappointing,negative
Bluetooth Speaker,213.97,2,The product is defective and customer support was unhelpful.,Poor quality and disappointing,negative
Fitness Band,596.79,1,The product is defective and customer support was unhelpful.,Poor quality and disappointing,negative
Gaming Mouse,29.33,2,I faced multiple issues and the performance is terrible.,Poor quality and disappointing,negative
Gaming Mouse,607.29,2,The product is defective and customer support was unhelpful.,Poor quality and disappointing,negative
Wireless Earbuds,290.71,2,Not as described. Waste of money.,Poor quality and disappointing,negative
Wireless Earbuds,866.22,2,The product is defective and customer support was unhelpful.,Poor quality and disappointing,negative
Bluetooth Speaker,751.95,2,Poor quality and not worth the price.,Poor quality and disappointing,negative
Tablet Plus,61.62,1,Very disappointed. The product stopped working within a few days.,Poor quality and disappointing,negative
Laptop Pro,431.72,2,The product is defective and customer support was unhelpful.,Poor quality and disappointing,negative
Mechanical Keyboard,217.59,1,I faced multiple issues and the performance is terrible.,Poor quality and disappointing,negative
Mechanical Keyboard,131.72,2,The product is defective and customer support was unhelpful.,Poor quality and disappointing,negative
Gaming Mouse,878.94,1,Poor quality and not worth the price.,Poor quality and disappointing,negative
4K Monitor,666.03,1,The product is defective and customer support was unhelpful.,Poor quality and disappointing,negative
Smartwatch,720.62,1,I faced multiple issues and the performance is terrible.,Poor quality and disappointing,negative
Laptop Pro,961.65,2,The product is defective and customer support was unhelpful.,Poor quality and disappointing,negative
4K Monitor,224.46,2,Not as described. Waste of money.,Poor quality and disappointing,negative
Mechanical Keyboard,697.33,2,Not as described. Waste of money.,Poor quality and disappointing,negative
4K Monitor,319.65,1,Poor quality and not worth the price.,Poor quality and disappointing,negative
Laptop Pro,184.76,2,I faced multiple issues and the performance is terrible.,Poor quality and disappointing,negative
Wireless Earbuds,112.71,2,Not as described. Waste of money.,Poor quality and disappointing,negative
Fitness Band,137.55,2,I faced multiple issues and the performance is terrible.,Poor quality and disappointing,negative
Mechanical Keyboard,931.09,1,I faced multiple issues and the performance is terrible.,Poor quality and disappointing,negative
Fitness Band,63.5,1,The product is defective and customer support was unhelpful.,Poor quality and disappointing,negative
Tablet Plus,357.92,1,Poor quality and not worth the price.,Poor quality and disappointing,negative
Fitness Band,514.16,2,Poor quality and not worth the price.,Poor quality and disappointing,negative
4K Monitor,685.5,1,I faced multiple issues and the performance is terrible.,Poor quality and disappointing,negative
Smartphone X,169.02,2,The product is defective and customer support was unhelpful.,Poor quality and disappointing,negative
Smartwatch,624.34,1,Not as described. Waste of money.,Poor quality and disappointing,negative
Tablet Plus,32.43,1,Not as described. Waste of money.,Poor quality and disappointing,negative
Smartwatch,818.77,2,Very disappointed. The product stopped working within a few days.,Poor quality and disappointing,negative
4K Monitor,901.06,1,Very disappointed. The product stopped working within a few days.,Poor quality and disappointing,negative
Laptop Pro,796.93,2,Poor quality and not worth the price.,Poor quality and disappointing,negative
Wireless Earbuds,483.71,2,Not as described. Waste of money.,Poor quality and disappointing,negative
Fitness Band,215.46,1,Not as described. Waste of money.,Poor quality and disappointing,negative
4K Monitor,341.96,2,The product is defective and customer support was unhelpful.,Poor quality and disappointing,negative
Laptop Pro,563.39,2,Poor quality and not worth the price.,Poor quality and disappointing,negative
Wireless Earbuds,539.85,2,Very disappointed. The product stopped working within a few days.,Poor quality and disappointing,negative
Laptop Pro,289.57,1,Poor quality and not worth the price.,Poor quality and disappointing,negative
Fitness Band,714.99,1,Poor quality and not worth the price.,Poor quality and disappointing,negative
Laptop Pro,994.34,2,Very disappointed. The product stopped working within a few days.,Poor quality and disappointing,negative
Tablet Plus,241.57,1,Very disappointed. The product stopped working within a few days.,Poor quality and disappointing,negative
Bluetooth Speaker,88.8,2,Very disappointed. The product stopped working within a few days.,Poor quality and disappointing,negative
Smartwatch,243.81,1,Very disappointed. The product stopped working within a few days.,Poor quality and disappointing,negative
Smartphone X,20.61,1,Very disappointed. The product stopped working within a few days.,Poor quality and disappointing,negative
Wireless Earbuds,182.12,1,Poor quality and not worth the price.,Poor quality and disappointing,negative
Laptop Pro,574.97,2,Poor quality and not worth the price.,Poor quality and disappointing,negative
Tablet Plus,630.4,2,Very disappointed. The product stopped working within a few days.,Poor quality and disappointing,negative
